"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"ebr01230","Biosynthesis of amino acids - Escherichia coli B REL606",118,-0.701211644515974,-2.33940177778149,2.25916713544385e-06,2.25916713544385e-06,0.000214026360199943,477,"tags=53%, list=13%, signal=47%","ECB_02757/ECB_02686/ECB_00008/ECB_02356/ECB_00158/ECB_01692/ECB_02370/ECB_02624/ECB_02489/ECB_01923/ECB_03238/ECB_01927/ECB_01924/ECB_03647/ECB_00911/ECB_02745/ECB_00912/ECB_03801/ECB_02443/ECB_03470/ECB_02756/ECB_01134/ECB_01925/ECB_00932/ECB_00035/ECB_02765/ECB_03844/ECB_03650/ECB_02488/ECB_03465/ECB_01748/ECB_03845/ECB_01236/ECB_03078/ECB_01234/ECB_02314/ECB_03896/ECB_01235/ECB_00240/ECB_00076/ECB_03285/ECB_00333/ECB_02215/ECB_01645/ECB_01926/ECB_00080/ECB_03077/ECB_02542/ECB_02321/ECB_03132/ECB_00164/ECB_00708/ECB_00004/ECB_03649/ECB_00003/ECB_00073/ECB_03648/ECB_03708/ECB_00002/ECB_00079/ECB_00074/ECB_00075"
"ebr01200","Carbon metabolism - Escherichia coli B REL606",112,-0.663253376871015,-2.19880743106192,9.36519581063574e-05,9.36519581063574e-05,0.00443614538398535,576,"tags=37%, list=15%, signal=32%","ECB_03897/ECB_01437/ECB_01822/ECB_00687/ECB_02844/ECB_02757/ECB_03841/ECB_00008/ECB_02298/ECB_02356/ECB_01692/ECB_02624/ECB_00115/ECB_03238/ECB_01821/ECB_00911/ECB_02745/ECB_03801/ECB_02222/ECB_02443/ECB_03470/ECB_02756/ECB_01134/ECB_02765/ECB_02221/ECB_03650/ECB_03465/ECB_03114/ECB_01931/ECB_01748/ECB_02735/ECB_00113/ECB_02314/ECB_01823/ECB_01645/ECB_00114/ECB_00720/ECB_00708/ECB_02707/ECB_02736/ECB_02083"
"ebr00310","Lysine degradation - Escherichia coli B REL606",17,0.958219416248782,2.17236271539281,0.000967320261437908,0.000967320261437908,0.030546955624355,1,"tags=6%, list=0%, signal=6%","ECB_04002"
"ebr03010","Ribosome - Escherichia coli B REL606",55,-0.70311080507566,-2.12592919886821,0.00247575575702056,0.00247575575702056,0.0586363205610134,644,"tags=75%, list=17%, signal=63%","ECB_03860/ECB_03090/ECB_03152/ECB_00167/ECB_03167/ECB_03193/ECB_03859/ECB_03148/ECB_03051/ECB_03861/ECB_03155/ECB_03168/ECB_03170/ECB_04067/ECB_03165/ECB_00255/ECB_03494/ECB_03586/ECB_03162/ECB_03032/ECB_03159/ECB_02495/ECB_02115/ECB_03156/ECB_00915/ECB_03192/ECB_03169/ECB_03147/ECB_03158/ECB_03821/ECB_03493/ECB_03164/ECB_03171/ECB_04069/ECB_03091/ECB_03154/ECB_03149/ECB_03862/ECB_03166/ECB_03157/ECB_02498"
"ebr01210","2-Oxocarboxylic acid metabolism - Escherichia coli B REL606",27,-0.804498573516148,-2.1722420087565,0.00444039088923931,0.00444039088923931,0.0841337221119027,376,"tags=56%, list=10%, signal=50%","ECB_03647/ECB_01134/ECB_00932/ECB_03844/ECB_03896/ECB_00076/ECB_03285/ECB_02215/ECB_00080/ECB_03649/ECB_00073/ECB_03648/ECB_00079/ECB_00074/ECB_00075"
"ebr00680","Methane metabolism - Escherichia coli B REL606",32,-0.769417562850258,-2.13947220765221,0.00645888904841428,0.00645888904841428,0.101982458659173,451,"tags=38%, list=12%, signal=33%","ECB_03841/ECB_01692/ECB_02624/ECB_00911/ECB_03801/ECB_02222/ECB_02443/ECB_03470/ECB_02756/ECB_02221/ECB_00708/ECB_02083"
"ebr00290","Valine, leucine and isoleucine biosynthesis - Escherichia coli B REL606",17,-0.84529598090556,-2.08940716301348,0.00772081588894742,0.00772081588894742,0.10273480745639,256,"tags=65%, list=7%, signal=61%","ECB_03647/ECB_03650/ECB_00076/ECB_02215/ECB_00080/ECB_03649/ECB_00073/ECB_03648/ECB_00079/ECB_00074/ECB_00075"
"ebr00660","C5-Branched dibasic acid metabolism - Escherichia coli B REL606",11,-0.853596386230692,-1.92033439153093,0.00995554997442323,0.00995554997442323,0.10273480745639,113,"tags=45%, list=3%, signal=44%","ECB_00080/ECB_00073/ECB_00079/ECB_00074/ECB_00075"
"ebr00261","Monobactam biosynthesis - Escherichia coli B REL606",8,-0.862642728709901,-1.79981308527516,0.0107250632085474,0.0107250632085474,0.10273480745639,426,"tags=88%, list=11%, signal=78%","ECB_02370/ECB_00035/ECB_03896/ECB_03285/ECB_02602/ECB_02601/ECB_00002"
"ebr00240","Pyrimidine metabolism - Escherichia coli B REL606",54,0.839813887825388,1.97709592392919,0.0108442296759522,0.0108442296759522,0.10273480745639,60,"tags=6%, list=2%, signal=6%","ECB_02954/ECB_02625/ECB_03107"
"ebr00340","Histidine metabolism - Escherichia coli B REL606",8,-0.82521186440678,-1.72171753409991,0.0171404527289039,0.0171404527289039,0.147621123980991,669,"tags=100%, list=18%, signal=82%","ECB_01922/ECB_01921/ECB_01923/ECB_01927/ECB_01924/ECB_01925/ECB_01926"
"ebr01232","Nucleotide metabolism - Escherichia coli B REL606",61,0.810074792668056,1.90663640873976,0.021199164044296,0.021199164044296,0.155518334157341,7,"tags=3%, list=0%, signal=3%","ECB_02954/ECB_02625"
"ebr00270","Cysteine and methionine metabolism - Escherichia coli B REL606",33,-0.700702464751754,-1.95852713218198,0.0222535477767266,0.0222535477767266,0.155518334157341,432,"tags=45%, list=11%, signal=41%","ECB_00158/ECB_00911/ECB_00932/ECB_03465/ECB_02543/ECB_02314/ECB_03896/ECB_03285/ECB_00120/ECB_02542/ECB_02321/ECB_00119/ECB_03648/ECB_03708/ECB_00002"
"ebr00970","Aminoacyl-tRNA biosynthesis - Escherichia coli B REL606",25,-0.701307942906665,-1.8677965785499,0.0229821538254738,0.0229821538254738,0.155518334157341,753,"tags=68%, list=20%, signal=55%","ECB_01847/ECB_03138/ECB_03446/ECB_00934/ECB_01683/ECB_00193/ECB_01837/ECB_02722/ECB_00030/ECB_00637/ECB_00611/ECB_01688/ECB_03236/ECB_02306/ECB_03410/ECB_01682/ECB_02547"
"ebr00030","Pentose phosphate pathway - Escherichia coli B REL606",32,-0.664764607558165,-1.84847015609172,0.0276528861920702,0.0276528861920702,0.165244236418862,916,"tags=62%, list=24%, signal=48%","ECB_02025/ECB_03374/ECB_04259/ECB_02355/ECB_00645/ECB_03897/ECB_01822/ECB_00008/ECB_02356/ECB_01692/ECB_03238/ECB_01821/ECB_03403/ECB_02745/ECB_03801/ECB_02756/ECB_02765/ECB_01931/ECB_01823/ECB_00720"
"ebr00770","Pantothenate and CoA biosynthesis - Escherichia coli B REL606",23,-0.662412119689016,-1.73773036504559,0.0294822676145793,0.0294822676145793,0.165244236418862,376,"tags=52%, list=10%, signal=47%","ECB_00133/ECB_03652/ECB_03647/ECB_00373/ECB_02457/ECB_02626/ECB_00132/ECB_00080/ECB_00130/ECB_03649/ECB_03648/ECB_00079"
"ebr00260","Glycine, serine and threonine metabolism - Escherichia coli B REL606",38,-0.641397358413124,-1.83461802180873,0.031188823209221,0.031188823209221,0.165244236418862,421,"tags=45%, list=11%, signal=40%","ECB_00115/ECB_03403/ECB_00911/ECB_02443/ECB_03470/ECB_03650/ECB_02735/ECB_01234/ECB_03896/ECB_01235/ECB_03285/ECB_01030/ECB_00708/ECB_00004/ECB_00003/ECB_00002/ECB_02736"
"ebr00250","Alanine, aspartate and glutamate metabolism - Escherichia coli B REL606",33,-0.636525794728528,-1.77914750128813,0.0313964049195837,0.0313964049195837,0.165244236418862,314,"tags=36%, list=8%, signal=34%","ECB_00795/ECB_00932/ECB_00036/ECB_01481/ECB_00037/ECB_03845/ECB_01482/ECB_03078/ECB_02215/ECB_04112/ECB_03077/ECB_01730"
"ebr00010","Glycolysis / Gluconeogenesis - Escherichia coli B REL606",48,-0.593149336428439,-1.758221676234,0.0391481804586241,0.0391481804586241,0.188042699449619,743,"tags=44%, list=20%, signal=36%","ECB_01097/ECB_01215/ECB_01436/ECB_00645/ECB_03804/ECB_03897/ECB_00709/ECB_02757/ECB_02298/ECB_01692/ECB_02624/ECB_00115/ECB_03801/ECB_03470/ECB_02756/ECB_01748/ECB_00113/ECB_01645/ECB_00114/ECB_00708/ECB_01749"
"ebr00220","Arginine biosynthesis - Escherichia coli B REL606",18,-0.657197427898863,-1.64316741721664,0.0396979032171418,0.0396979032171418,0.188042699449619,307,"tags=39%, list=8%, signal=36%","ECB_00932/ECB_03844/ECB_01481/ECB_03845/ECB_02215/ECB_02707/ECB_01730"
"ebr00400","Phenylalanine, tyrosine and tryptophan biosynthesis - Escherichia coli B REL606",21,-0.632565934411653,-1.63132898224097,0.0424981200040849,0.0424981200040849,0.189853618778794,968,"tags=71%, list=26%, signal=53%","ECB_01238/ECB_02254/ECB_01673/ECB_02490/ECB_01662/ECB_01237/ECB_02489/ECB_01923/ECB_00912/ECB_00932/ECB_02488/ECB_01236/ECB_01234/ECB_01235/ECB_03132"
"ebr00920","Sulfur metabolism - Escherichia coli B REL606",31,-0.588362586933879,-1.62753123384952,0.0440882292497422,0.0440882292497422,0.189853618778794,619,"tags=42%, list=16%, signal=35%","ECB_02324/ECB_00317/ECB_00316/ECB_00315/ECB_02322/ECB_03465/ECB_02608/ECB_02314/ECB_02325/ECB_02609/ECB_02602/ECB_02601/ECB_02607"
"ebr00190","Oxidative phosphorylation - Escherichia coli B REL606",42,0.832318800479747,1.95818262287691,0.0461690344429703,0.0461690344429703,0.190169935920701,9,"tags=7%, list=0%, signal=7%","ECB_00692/ECB_00693/ECB_00694"
"ebr00450","Selenocompound metabolism - Escherichia coli B REL606",17,-0.64362783879804,-1.59092276205884,0.0491585105498101,0.0491585105498101,0.194046752170303,906,"tags=53%, list=24%, signal=40%","ECB_02044/ECB_03891/ECB_01591/ECB_03446/ECB_02881/ECB_01557/ECB_02602/ECB_02601/ECB_03708"
"ebr02020","Two-component system - Escherichia coli B REL606",150,0.658914026487857,1.59710880830641,0.052079857256686,0.052079857256686,0.197355248551652,91,"tags=5%, list=2%, signal=5%","ECB_00692/ECB_00693/ECB_00694/ECB_00582/ECB_02179/ECB_04025/ECB_03067"
"ebr00511","Other glycan degradation - Escherichia coli B REL606",3,0.890792172341765,1.46614503775227,0.0575032720942029,0.0575032720942029,0.209526092650942,320,"tags=67%, list=8%, signal=61%","ECB_02945/ECB_00298"
